segment,minutes_after_0843_start_approx,index_start_approx,minutes_after_0843_end_approx,index_end_approx
89,2.0594059405940595,1101.4929149797572,2.0792079207920793,1101.4701417004048
90,2.0792079207920793,1101.4701417004048,2.099009900990099,1101.4701417004048
91,2.099009900990099,1101.4701417004048,2.118811881188119,1101.4701417004048
92,2.118811881188119,1101.4701417004048,2.1386138613861387,1101.4701417004048
93,2.1386138613861387,1101.4701417004048,2.1584158415841586,1101.4701417004048
94,2.1584158415841586,1101.4701417004048,2.1782178217821784,1101.4701417004048
95,2.1782178217821784,1101.4701417004048,2.198019801980198,1101.4701417004048
96,2.198019801980198,1101.4701417004048,2.217821782178218,1101.4701417004048
97,2.217821782178218,1101.4701417004048,2.237623762376238,1101.4701417004048
98,2.237623762376238,1101.4701417004048,2.257425742574257,1101.4473684210527
99,2.257425742574257,1101.4473684210527,2.277227722772277,1101.4473684210527
100,2.277227722772277,1101.4473684210527,2.297029702970297,1101.4473684210527
101,2.297029702970297,1101.4473684210527,2.3168316831683167,1101.4473684210527
102,2.3168316831683167,1101.4473684210527,2.3366336633663365,1101.4473684210527
103,2.3366336633663365,1101.4473684210527,2.3564356435643563,1101.4473684210527
104,2.3564356435643563,1101.4473684210527,2.376237623762376,1101.4473684210527
105,2.376237623762376,1101.4473684210527,2.396039603960396,1101.4473684210527
106,2.396039603960396,1101.4473684210527,2.4158415841584158,1101.4245951417004
107,2.4158415841584158,1101.4245951417004,2.4356435643564356,1101.4245951417004
108,2.4356435643564356,1101.4245951417004,2.4554455445544554,1101.4245951417004
109,2.4554455445544554,1101.4245951417004,2.4752475247524752,1101.4245951417004
110,2.4752475247524752,1101.4245951417004,2.495049504950495,1101.4245951417004
111,2.495049504950495,1101.4245951417004,2.514851485148515,1101.4018218623482
112,2.514851485148515,1101.4018218623482,2.5346534653465347,1101.4018218623482
113,2.5346534653465347,1101.4018218623482,2.5544554455445545,1101.4018218623482
114,2.5544554455445545,1101.4018218623482,2.5742574257425743,1101.4018218623482
115,2.5742574257425743,1101.4018218623482,2.594059405940594,1101.4018218623482
116,2.594059405940594,1101.4018218623482,2.613861386138614,1101.4018218623482
117,2.613861386138614,1101.4018218623482,2.633663366336634,1101.4018218623482
118,2.633663366336634,1101.4018218623482,2.6534653465346536,1101.4018218623482
119,2.6534653465346536,1101.4018218623482,2.6732673267326734,1101.4018218623482
120,2.6732673267326734,1101.4018218623482,2.6930693069306932,1101.4018218623482
121,2.6930693069306932,1101.4018218623482,2.712871287128713,1101.379048582996
122,2.712871287128713,1101.379048582996,2.732673267326733,1101.379048582996
123,2.732673267326733,1101.379048582996,2.7524752475247523,1101.379048582996
124,2.7524752475247523,1101.379048582996,2.772277227722772,1101.379048582996
125,2.772277227722772,1101.379048582996,2.792079207920792,1101.379048582996
126,2.792079207920792,1101.379048582996,2.8118811881188117,1101.3562753036438
127,2.8118811881188117,1101.3562753036438,2.8316831683168315,1101.3562753036438
128,2.8316831683168315,1101.3562753036438,2.8514851485148514,1101.3562753036438
129,2.8514851485148514,1101.3562753036438,2.871287128712871,1101.3562753036438
130,2.871287128712871,1101.3562753036438,2.891089108910891,1101.3562753036438
131,2.891089108910891,1101.3562753036438,2.910891089108911,1101.3562753036438
132,2.910891089108911,1101.3562753036438,2.9306930693069306,1101.3562753036438
133,2.9306930693069306,1101.3562753036438,2.9504950495049505,1101.3562753036438
134,2.9504950495049505,1101.3562753036438,2.9702970297029703,1101.3335020242914
135,2.9702970297029703,1101.3335020242914,2.99009900990099,1101.3335020242914
136,2.99009900990099,1101.3335020242914,3.00990099009901,1101.3335020242914
137,3.00990099009901,1101.3335020242914,3.0297029702970297,1101.3335020242914
138,3.0297029702970297,1101.3335020242914,3.0495049504950495,1101.3335020242914
139,3.0495049504950495,1101.3335020242914,3.0693069306930694,1101.3335020242914
140,3.0693069306930694,1101.3335020242914,3.089108910891089,1101.3335020242914
141,3.089108910891089,1101.3335020242914,3.108910891089109,1101.3107287449393
142,3.108910891089109,1101.3107287449393,3.128712871287129,1101.3107287449393
143,3.128712871287129,1101.3107287449393,3.1485148514851486,1101.3107287449393
144,3.1485148514851486,1101.3107287449393,3.1683168316831685,1101.3107287449393
145,3.1683168316831685,1101.3107287449393,3.1881188118811883,1101.3107287449393
146,3.1881188118811883,1101.3107287449393,3.207920792079208,1101.3107287449393
147,3.207920792079208,1101.3107287449393,3.227722772277228,1101.3107287449393
148,3.227722772277228,1101.3107287449393,3.2475247524752477,1101.287955465587
149,3.2475247524752477,1101.287955465587,3.267326732673267,1101.287955465587
150,3.267326732673267,1101.287955465587,3.287128712871287,1101.287955465587
151,3.287128712871287,1101.287955465587,3.3069306930693068,1101.287955465587
152,3.3069306930693068,1101.287955465587,3.3267326732673266,1101.287955465587
153,3.3267326732673266,1101.287955465587,3.3465346534653464,1101.287955465587
154,3.3465346534653464,1101.287955465587,3.366336633663366,1101.287955465587
155,3.366336633663366,1101.287955465587,3.386138613861386,1101.287955465587
156,3.386138613861386,1101.287955465587,3.405940594059406,1101.287955465587
157,3.405940594059406,1101.287955465587,3.4257425742574257,1101.287955465587
158,3.4257425742574257,1101.287955465587,3.4455445544554455,1101.287955465587
159,3.4455445544554455,1101.287955465587,3.4653465346534653,1101.287955465587
160,3.4653465346534653,1101.287955465587,3.485148514851485,1101.287955465587
161,3.485148514851485,1101.287955465587,3.504950495049505,1101.287955465587
162,3.504950495049505,1101.287955465587,3.5247524752475248,1101.287955465587
163,3.5247524752475248,1101.287955465587,3.5445544554455446,1101.287955465587
164,3.5445544554455446,1101.287955465587,3.5643564356435644,1101.287955465587
165,3.5643564356435644,1101.287955465587,3.5841584158415842,1101.287955465587
166,3.5841584158415842,1101.287955465587,3.603960396039604,1101.287955465587
167,3.603960396039604,1101.287955465587,3.623762376237624,1101.287955465587
168,3.623762376237624,1101.287955465587,3.6435643564356437,1101.287955465587
169,3.6435643564356437,1101.287955465587,3.6633663366336635,1101.287955465587
170,3.6633663366336635,1101.287955465587,3.6831683168316833,1101.287955465587
171,3.6831683168316833,1101.287955465587,3.702970297029703,1101.287955465587
172,3.702970297029703,1101.287955465587,3.722772277227723,1101.287955465587
173,3.722772277227723,1101.287955465587,3.742574257425743,1101.287955465587
174,3.742574257425743,1101.287955465587,3.762376237623762,1101.287955465587
175,3.762376237623762,1101.287955465587,3.782178217821782,1101.287955465587
176,3.782178217821782,1101.287955465587,3.801980198019802,1101.287955465587
177,3.801980198019802,1101.287955465587,3.8217821782178216,1101.287955465587
178,3.8217821782178216,1101.287955465587,3.8415841584158414,1101.287955465587
179,3.8415841584158414,1101.287955465587,3.8613861386138613,1101.287955465587
180,3.8613861386138613,1101.287955465587,3.881188118811881,1101.287955465587
181,3.881188118811881,1101.287955465587,3.900990099009901,1101.287955465587
182,3.900990099009901,1101.287955465587,3.9207920792079207,1101.287955465587
183,3.9207920792079207,1101.287955465587,3.9405940594059405,1101.287955465587
184,3.9405940594059405,1101.287955465587,3.9603960396039604,1101.3107287449393
185,3.9603960396039604,1101.3107287449393,3.98019801980198,1101.3107287449393
186,3.98019801980198,1101.3107287449393,4.0,1101.3335020242914
187,4.0,1101.3335020242914,4.01980198019802,1101.3335020242914
188,4.01980198019802,1101.3335020242914,4.03960396039604,1101.3562753036438
189,4.03960396039604,1101.3562753036438,4.0594059405940595,1101.3562753036438
190,4.0594059405940595,1101.3562753036438,4.079207920792079,1101.379048582996
191,4.079207920792079,1101.379048582996,4.099009900990099,1101.379048582996
192,4.099009900990099,1101.379048582996,4.118811881188119,1101.4018218623482
193,4.118811881188119,1101.4018218623482,4.138613861386139,1101.4018218623482
194,4.138613861386139,1101.4018218623482,4.158415841584159,1101.4245951417004
195,4.158415841584159,1101.4245951417004,4.178217821782178,1101.4473684210527
196,4.178217821782178,1101.4473684210527,4.198019801980198,1101.4473684210527
197,4.198019801980198,1101.4473684210527,4.217821782178218,1101.4701417004048
198,4.217821782178218,1101.4701417004048,4.237623762376238,1101.4701417004048
199,4.237623762376238,1101.4701417004048,4.257425742574258,1101.4929149797572
200,4.257425742574258,1101.4929149797572,4.2772277227722775,1101.4929149797572
201,4.2772277227722775,1101.4929149797572,4.297029702970297,1101.4929149797572
202,4.297029702970297,1101.4929149797572,4.316831683168317,1101.4245951417004
203,4.316831683168317,1101.4929149797572,4.316831683168317,1101.3562753036438
204,4.316831683168317,1101.4245951417004,4.336633663366337,1101.3335020242914
205,4.336633663366337,1101.4018218623482,4.336633663366337,1101.2651821862348
206,4.336633663366337,1101.3335020242914,4.356435643564357,1101.3335020242914
207,4.356435643564357,1101.4018218623482,4.356435643564357,1101.2651821862348
208,4.356435643564357,1101.3335020242914,4.376237623762377,1101.4018218623482
209,4.376237623762377,1101.4929149797572,4.376237623762377,1101.3107287449393
210,4.376237623762377,1101.4018218623482,4.396039603960396,1101.4018218623482
211,4.396039603960396,1101.4929149797572,4.396039603960396,1101.3107287449393
212,4.396039603960396,1101.4018218623482,4.415841584158416,1101.3562753036438
213,4.415841584158416,1101.3562753036438,4.435643564356436,1101.3562753036438
214,4.435643564356436,1101.3562753036438,4.455445544554456,1101.3335020242914
215,4.455445544554456,1101.3335020242914,4.475247524752476,1101.2651821862348
216,4.475247524752476,1101.2651821862348,4.4950495049504955,1101.1285425101214
217,4.4950495049504955,1101.2651821862348,4.4950495049504955,1100.991902834008
218,4.4950495049504955,1101.1285425101214,4.514851485148514,1101.0146761133603
219,4.514851485148514,1101.0146761133603,4.534653465346534,1100.991902834008
220,4.534653465346534,1100.991902834008,4.554455445544554,1100.991902834008
221,4.554455445544554,1100.991902834008,4.574257425742574,1100.991902834008
222,4.574257425742574,1100.991902834008,4.594059405940594,1100.991902834008
223,4.594059405940594,1100.991902834008,4.6138613861386135,1100.991902834008
224,4.6138613861386135,1100.991902834008,4.633663366336633,1100.991902834008
225,4.633663366336633,1100.991902834008,4.653465346534653,1100.9691295546559
226,4.653465346534653,1100.9691295546559,4.673267326732673,1100.9008097165993
227,4.673267326732673,1100.9008097165993,4.693069306930693,1100.8552631578948
228,4.693069306930693,1100.8552631578948,4.712871287128713,1100.7641700404859
229,4.712871287128713,1100.7641700404859,4.732673267326732,1100.673076923077
230,4.732673267326732,1100.673076923077,4.752475247524752,1100.581983805668
231,4.752475247524752,1100.581983805668,4.772277227722772,1100.490890688259
232,4.772277227722772,1100.490890688259,4.792079207920792,1100.4225708502024
233,4.792079207920792,1100.490890688259,4.792079207920792,1100.3542510121458
234,4.792079207920792,1100.4225708502024,4.811881188118812,1100.3542510121458
235,4.811881188118812,1100.3542510121458,4.8316831683168315,1100.3542510121458
236,4.8316831683168315,1100.3542510121458,4.851485148514851,1100.3997975708503
237,4.851485148514851,1100.3997975708503,4.871287128712871,1100.468117408907
238,4.871287128712871,1100.468117408907,4.891089108910891,1100.468117408907
239,4.891089108910891,1100.468117408907,4.910891089108911,1100.4453441295548
240,4.910891089108911,1100.4453441295548,4.930693069306931,1100.4453441295548
241,4.930693069306931,1100.4453441295548,4.9504950495049505,1100.4225708502024
242,4.9504950495049505,1100.490890688259,4.9504950495049505,1100.3542510121458
243,4.9504950495049505,1100.4225708502024,4.97029702970297,1100.3542510121458
244,4.97029702970297,1100.3542510121458,4.99009900990099,1100.3087044534414
245,4.99009900990099,1100.3087044534414,5.00990099009901,1100.19483805668
246,5.00990099009901,1100.2631578947369,5.00990099009901,1100.1265182186235
247,5.00990099009901,1100.19483805668,5.02970297029703,1100.1037449392713
248,5.02970297029703,1100.2176113360324,5.02970297029703,1099.98987854251
249,5.02970297029703,1100.1037449392713,5.0495049504950495,1099.8987854251013
250,5.0495049504950495,1100.080971659919,5.0495049504950495,1099.7165991902834
251,5.0495049504950495,1099.8987854251013,5.069306930693069,1099.8987854251013
252,5.069306930693069,1100.1265182186235,5.069306930693069,1099.671052631579
253,5.069306930693069,1100.285931174089,5.089108910891089,1100.19483805668
254,5.069306930693069,1099.8987854251013,5.089108910891089,1100.19483805668
255,5.089108910891089,1100.490890688259,5.089108910891089,1099.8987854251013
256,5.089108910891089,1100.19483805668,5.108910891089109,1100.2403846153845
257,5.108910891089109,1100.490890688259,5.108910891089109,1099.98987854251
258,5.108910891089109,1100.2403846153845,5.128712871287129,1099.967105263158
259,5.128712871287129,1100.2631578947369,5.128712871287129,1099.671052631579
260,5.128712871287129,1099.967105263158,5.148514851485149,1099.671052631579
261,5.148514851485149,1099.8076923076924,5.148514851485149,1099.5344129554655
262,5.148514851485149,1099.671052631579,5.1683168316831685,1099.4433198380566
263,5.1683168316831685,1099.57995951417,5.1683168316831685,1099.3066801619434
264,5.1683168316831685,1099.4433198380566,5.188118811881188,1099.466093117409
265,5.188118811881188,1099.671052631579,5.188118811881188,1099.261133603239
266,5.188118811881188,1099.466093117409,5.207920792079208,1099.7165991902834
267,5.207920792079208,1099.98987854251,5.207920792079208,1099.4433198380566
268,5.207920792079208,1099.7165991902834,5.227722772277228,1099.967105263158
269,5.227722772277228,1099.967105263158,5.247524752475248,1099.98987854251
270,5.247524752475248,1099.98987854251,5.267326732673268,1099.98987854251
271,5.267326732673268,1099.98987854251,5.287128712871287,1099.98987854251
272,5.287128712871287,1099.98987854251,5.306930693069307,1099.98987854251
273,5.306930693069307,1099.98987854251,5.326732673267327,1099.98987854251
274,5.326732673267327,1099.98987854251,5.346534653465347,1099.967105263158
275,5.346534653465347,1099.967105263158,5.366336633663367,1099.8987854251013
276,5.366336633663367,1099.98987854251,5.366336633663367,1099.8076923076924
277,5.366336633663367,1099.8987854251013,5.3861386138613865,1099.762145748988
278,5.3861386138613865,1099.8532388663969,5.3861386138613865,1099.671052631579
279,5.3861386138613865,1099.762145748988,5.405940594059406,1099.6027327935224
280,5.405940594059406,1099.671052631579,5.405940594059406,1099.5344129554655
281,5.405940594059406,1099.6027327935224,5.425742574257426,1099.466093117409
282,5.425742574257426,1099.5344129554655,5.425742574257426,1099.3977732793521
283,5.425742574257426,1099.466093117409,5.445544554455446,1099.375
284,5.445544554455446,1099.4433198380566,5.445544554455446,1099.3066801619434
285,5.445544554455446,1099.375,5.465346534653466,1099.283906882591
286,5.465346534653466,1099.283906882591,5.485148514851486,1099.17004048583
287,5.485148514851486,1099.17004048583,5.5049504950495045,1099.1017206477734
288,5.5049504950495045,1099.17004048583,5.5049504950495045,1099.0334008097166
289,5.5049504950495045,1099.1017206477734,5.524752475247524,1099.0106275303644
290,5.524752475247524,1099.0106275303644,5.544554455445544,1098.987854251012
291,5.544554455445544,1098.987854251012,5.564356435643564,1098.96508097166
292,5.564356435643564,1098.96508097166,5.584158415841584,1098.8967611336031
293,5.584158415841584,1098.8967611336031,5.603960396039604,1098.7373481781376
294,5.603960396039604,1098.8512145748987,5.603960396039604,1098.6234817813765
295,5.603960396039604,1098.7373481781376,5.623762376237623,1098.7145748987855
296,5.623762376237623,1098.8512145748987,5.623762376237623,1098.577935222672
297,5.623762376237623,1098.7145748987855,5.643564356435643,1098.8284412955466
298,5.643564356435643,1098.987854251012,5.643564356435643,1098.669028340081
299,5.643564356435643,1098.8284412955466,5.663366336633663,1098.8284412955466
300,5.663366336633663,1098.987854251012,5.663366336633663,1098.669028340081
301,5.663366336633663,1098.8284412955466,5.683168316831683,1098.6234817813765
302,5.683168316831683,1098.76012145749,5.683168316831683,1098.4868421052631
303,5.683168316831683,1098.6234817813765,5.702970297029703,1098.4868421052631
304,5.702970297029703,1098.4868421052631,5.7227722772277225,1098.4868421052631
305,5.7227722772277225,1098.4868421052631,5.742574257425742,1098.4868421052631
306,5.742574257425742,1098.4868421052631,5.762376237623762,1098.4868421052631
307,5.762376237623762,1098.4868421052631,5.782178217821782,1098.4868421052631
308,5.782178217821782,1098.4868421052631,5.801980198019802,1098.464068825911
309,5.801980198019802,1098.464068825911,5.821782178217822,1098.4185222672065
310,5.821782178217822,1098.4185222672065,5.841584158415841,1098.372975708502
311,5.841584158415841,1098.372975708502,5.861386138613861,1098.281882591093
312,5.861386138613861,1098.3957489878542,5.861386138613861,1098.168016194332
313,5.861386138613861,1098.281882591093,5.881188118811881,1098.0996963562752
314,5.881188118811881,1098.2135627530365,5.881188118811881,1097.9858299595141
315,5.881188118811881,1098.0996963562752,5.900990099009901,1098.0086032388665
316,5.900990099009901,1098.0086032388665,5.920792079207921,1098.0086032388665
317,5.920792079207921,1098.0086032388665,5.9405940594059405,1097.9858299595141
318,5.9405940594059405,1097.9858299595141,5.96039603960396,1097.9402834008097
319,5.96039603960396,1097.9402834008097,5.98019801980198,1097.871963562753
320,5.98019801980198,1097.9402834008097,5.98019801980198,1097.8036437246963
321,5.98019801980198,1097.871963562753,6.0,1097.871963562753
322,6.0,1097.9402834008097,6.0,1097.8036437246963
323,6.0,1097.871963562753,6.01980198019802,1097.8947368421052
324,6.01980198019802,1098.0313765182186,6.01980198019802,1097.758097165992
325,6.01980198019802,1097.8947368421052,6.03960396039604,1097.7125506072875
326,6.03960396039604,1097.9402834008097,6.03960396039604,1097.4848178137652
327,6.03960396039604,1097.7125506072875,6.0594059405940595,1097.462044534413
328,6.0594059405940595,1097.6214574898786,6.0594059405940595,1097.3026315789473
329,6.0594059405940595,1097.462044534413,6.079207920792079,1097.3254048582996
330,6.079207920792079,1097.4392712550607,6.079207920792079,1097.2115384615386
331,6.079207920792079,1097.3254048582996,6.099009900990099,1097.4164979757086
332,6.099009900990099,1097.6214574898786,6.099009900990099,1097.2115384615386
333,6.099009900990099,1097.4164979757086,6.118811881188119,1097.6897773279352
334,6.118811881188119,1097.8036437246963,6.118811881188119,1097.5759109311741
335,6.118811881188119,1097.6897773279352,6.138613861386139,1097.7125506072875
336,6.138613861386139,1097.8036437246963,6.138613861386139,1097.6214574898786
337,6.138613861386139,1097.7125506072875,6.158415841584159,1097.5759109311741
338,6.158415841584159,1097.667004048583,6.158415841584159,1097.4848178137652
339,6.158415841584159,1097.5759109311741,6.178217821782178,1097.462044534413
340,6.178217821782178,1097.5303643724696,6.178217821782178,1097.3937246963562
341,6.178217821782178,1097.462044534413,6.198019801980198,1097.370951417004
342,6.198019801980198,1097.370951417004,6.217821782178218,1097.3254048582996
343,6.217821782178218,1097.3254048582996,6.237623762376238,1097.2798582995952
344,6.237623762376238,1097.2798582995952,6.257425742574258,1097.2343117408907
345,6.257425742574258,1097.3026315789473,6.257425742574258,1097.165991902834
346,6.257425742574258,1097.2343117408907,6.2772277227722775,1097.0976720647773
347,6.2772277227722775,1097.165991902834,6.2772277227722775,1097.0293522267207
348,6.2772277227722775,1097.0976720647773,6.297029702970297,1097.0065789473683
349,6.297029702970297,1097.0065789473683,6.316831683168317,1097.0065789473683
350,6.316831683168317,1097.0065789473683,6.336633663366337,1097.165991902834
351,6.336633663366337,1097.3481781376518,6.336633663366337,1096.9838056680162
352,6.336633663366337,1097.165991902834,6.356435643564357,1097.3254048582996
353,6.356435643564357,1097.667004048583,6.356435643564357,1096.9838056680162
354,6.356435643564357,1097.3254048582996,6.376237623762377,1097.2343117408907
355,6.376237623762377,1097.4848178137652,6.376237623762377,1096.9838056680162
356,6.376237623762377,1097.2343117408907,6.396039603960396,1096.8927125506073
357,6.396039603960396,1096.9838056680162,6.396039603960396,1096.8016194331983
358,6.396039603960396,1096.8927125506073,6.415841584158416,1096.8471659919028
359,6.415841584158416,1096.9838056680162,6.415841584158416,1096.7105263157894
360,6.415841584158416,1096.8471659919028,6.435643564356436,1096.8471659919028
361,6.435643564356436,1096.9838056680162,6.435643564356436,1096.7105263157894
362,6.435643564356436,1096.8471659919028,6.455445544554456,1096.7788461538462
363,6.455445544554456,1096.8927125506073,6.455445544554456,1096.6649797570851
364,6.455445544554456,1096.7788461538462,6.475247524752476,1096.5966599190283
365,6.475247524752476,1096.7105263157894,6.475247524752476,1096.4827935222672
366,6.475247524752476,1096.5966599190283,6.4950495049504955,1096.4827935222672
367,6.4950495049504955,1096.6649797570851,6.4950495049504955,1096.3006072874493
368,6.4950495049504955,1096.4827935222672,6.514851485148514,1096.2322874493927
369,6.514851485148514,1096.3461538461538,6.514851485148514,1096.1184210526317
370,6.514851485148514,1096.2322874493927,6.534653465346534,1096.1411943319838
371,6.534653465346534,1096.2095141700404,6.534653465346534,1096.0728744939272
372,6.534653465346534,1096.1411943319838,6.554455445544554,1096.0728744939272
373,6.554455445544554,1096.0728744939272,6.574257425742574,1096.0273279352227
374,6.574257425742574,1096.0273279352227,6.594059405940594,1096.0728744939272
375,6.594059405940594,1096.0728744939272,6.6138613861386135,1096.1184210526317
376,6.6138613861386135,1096.1184210526317,6.633663366336633,1096.163967611336
377,6.633663366336633,1096.163967611336,6.653465346534653,1096.1184210526317
378,6.653465346534653,1096.1184210526317,6.673267326732673,1096.1411943319838
379,6.673267326732673,1096.2095141700404,6.673267326732673,1096.0728744939272
380,6.673267326732673,1096.1411943319838,6.693069306930693,1096.1184210526317
381,6.693069306930693,1096.1184210526317,6.712871287128713,1096.163967611336
382,6.712871287128713,1096.163967611336,6.732673267326732,1096.3917004048583
383,6.732673267326732,1096.5738866396762,6.732673267326732,1096.2095141700404
