asset,source_chapters,status,reason
figures/valuation.svg,chapters/06-valuation-how-options-become-worth-choosing.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/overlapping-motive-systems.svg,chapters/06-valuation-how-options-become-worth-choosing.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/choice-blindness-swap.svg,chapters/07-the-narrator-after-choice-why-reasons-are-not-always-causes.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/narrator-learning.svg,chapters/07-the-narrator-after-choice-why-reasons-are-not-always-causes.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/heuristic-substitution.svg,chapters/08-fast-and-frugal-thinking.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/fast-slow.svg,chapters/08-fast-and-frugal-thinking.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/daughter-finger-counting.png,chapters/08-fast-and-frugal-thinking.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/stroop-interference-lab.svg,chapters/08-fast-and-frugal-thinking.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/affect-panda-sea-star.png,chapters/09-what-feels-likely-availability-affect-and-resemblance.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/affect-availability.svg,chapters/09-what-feels-likely-availability-affect-and-resemblance.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/prototype-probability.svg,chapters/09-what-feels-likely-availability-affect-and-resemblance.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/belief-protection-loop.svg,chapters/10-beliefs-that-defend-themselves.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/anchor-decoy.svg,chapters/11-when-context-rewrites-comparison.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/economist-subscription-decoy.svg,chapters/11-when-context-rewrites-comparison.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/assumed-choice-eggs.svg,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/wording-memory-study-redraw.svg,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/priming-pathway.svg,chapters/13-accessibility-familiarity-and-ease.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/fluency-pathway.svg,chapters/13-accessibility-familiarity-and-ease.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/probability-judgment-map.svg,chapters/14-base-rates-conditional-probability-and-bayesian-updating.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/regression-conditional-shrinkage.svg,chapters/15-samples-randomness-regression-and-calibration.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/monty-hall-protocol.svg,chapters/15-samples-randomness-regression-and-calibration.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/risky-decision-map.svg,chapters/16-risky-decision-making-a-probability-is-not-yet-a-feeling.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/prospect-theory-map.svg,chapters/17-prospect-theory-gains-and-losses-begin-at-a-reference-point.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/decision-experience-states.svg,chapters/18-decisions-from-experience-when-rare-events-are-not-encountered.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/experience-rare-event-sampling.svg,chapters/18-decisions-from-experience-when-rare-events-are-not-encountered.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/mental-accounting-map.svg,chapters/20-mental-accounting-money-is-fungible-minds-label-it.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/mental-accounting-evidence-redraw.svg,chapters/20-mental-accounting-money-is-fungible-minds-label-it.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/discount-model-crossover.svg,chapters/19-intertemporal-decision-making-why-later-loses-to-now.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/intertemporal-choice.svg,chapters/19-intertemporal-decision-making-why-later-loses-to-now.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/hidden-zero-frame.svg,chapters/19-intertemporal-decision-making-why-later-loses-to-now.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/habit-loop.svg,chapters/21-habits-wanting-and-self-control.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/habit-formation-curve.svg,chapters/21-habits-wanting-and-self-control.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/reward-prediction-error-abcd.svg,chapters/21-habits-wanting-and-self-control.qmd,NOT_APPLICABLE,No separate y-axis title; retained intentional unlabeled axes or direct legends
figures/reward-uncertainty-comparison.svg,chapters/21-habits-wanting-and-self-control.qmd,NOT_APPLICABLE,No separate y-axis title; retained intentional unlabeled axes or direct legends
figures/urge-wave-observation.svg,chapters/21-habits-wanting-and-self-control.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/subjective-well-being-six-lenses.svg,chapters/22-deciding-for-a-better-life-satisfaction-connection-and-meaning.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/income-wellbeing-evidence-synthesis.svg,chapters/22-deciding-for-a-better-life-satisfaction-connection-and-meaning.qmd,NOT_APPLICABLE,No separate y-axis title; retained intentional unlabeled axes or direct legends
figures/level-k-reasoning-ladder.svg,chapters/23-strategic-interdependence-the-best-move-depends-on-other-minds.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/fairness-entitlements-redraw.svg,chapters/25-cooperation-and-social-preferences-self-interest-is-not-the-only-payoff.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/asch-line-comparison.svg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/norm-message-diagnostic.svg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/social-pathways.svg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/cultural-market-study-redraw.svg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/personal-mimicry-crossed-arms.jpg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/mimicry-study-redraw.svg,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/finance-euro-note-found.png,chapters/27-markets-mispricing-and-bubbles.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/finance-fed-announcement.svg,chapters/27-markets-mispricing-and-bubbles.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/finance-september11-futures.svg,chapters/27-markets-mispricing-and-bubbles.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/finance-challenger-redraw.svg,chapters/27-markets-mispricing-and-bubbles.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/finance-earnings-drift-redraw.svg,chapters/27-markets-mispricing-and-bubbles.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/asset-bubble-feedback.svg,chapters/27-markets-mispricing-and-bubbles.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/bubble-trader-strategies-redraw.svg,chapters/27-markets-mispricing-and-bubbles.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/finance-event-study-drift.svg,chapters/27-markets-mispricing-and-bubbles.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/culture-meaning-map.svg,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/culture-triad-monkey-panda-banana.png,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/culture-honor-study-redraw.svg,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/model-underdetermination.svg,chapters/30-persuasion-changing-minds-means-updating-models.qmd,NOT_APPLICABLE,No separate y-axis title; retained intentional unlabeled axes or direct legends
figures/persuasion-update.svg,chapters/30-persuasion-changing-minds-means-updating-models.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/story-update.svg,chapters/31-why-stories-move-minds.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/communication-iceberg.svg,chapters/33-communication-language-is-not-a-file-transfer.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/communication-grounding.svg,chapters/33-communication-language-is-not-a-file-transfer.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/communication-calibration-evidence.svg,chapters/33-communication-language-is-not-a-file-transfer.qmd,REVISED,Moved y-axis measure titles vertically; inspected final 900px and 390px images
figures/lie-cues-belief-gap.svg,chapters/33-communication-language-is-not-a-file-transfer.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/intent-behavior-impact-cycle.svg,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/conversation-repair.svg,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/negotiation-architecture.svg,chapters/35-negotiation-as-joint-decision-design.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/zopa.svg,chapters/36-preparing-and-claiming-value.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/first-offer-information-matrix.svg,chapters/36-preparing-and-claiming-value.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/camp-david-two-issue-map.svg,chapters/37-creating-value-across-differences.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/pareto.svg,chapters/37-creating-value-across-differences.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/behavior-design.svg,chapters/39-behavior-design-make-the-better-action-easier.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/mpg-fuel-use.svg,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/choice-architecture-simplified-remote.png,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/digital-arrow-affordance.svg,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/bias-and-noise.svg,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/structured-judgment-pipeline.svg,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/decision-audit.svg,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/ai-same-forecast-different-values.svg,chapters/42-data-driven-decision-making.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/ai-risk-is-not-benefit.svg,chapters/42-data-driven-decision-making.qmd,NOT_APPLICABLE,Horizontal quantitative axis; category labels remain horizontal
figures/schelling-emergence.svg,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/claim-to-design-pipeline.svg,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/random-sampling-vs-assignment.svg,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/participant-flow-threats.svg,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/selected-evidence-pipeline.svg,appendices/appendix-f-when-evidence-breaks.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
figures/selected-literature-simulation.svg,appendices/appendix-f-when-evidence-breaks.qmd,PASS,Existing vertical y-axis or vertical matrix-dimension title retained
figures/huanren-warren-zhang-profile.png,about.qmd,NOT_APPLICABLE,"Diagram, illustration, activity, or photograph without a quantitative y-axis title"
