study,estimate,standard_error,z_value,p_value_two_sided,visible_under_rule
137,0.4588817278091713,0.2,2.2944086390458565,0.02176703739546343,True
138,-0.038384647526866905,0.2,-0.19192323763433453,0.8478023348008861,False
139,-0.010489545341367063,0.2,-0.05244772670683531,0.9581719460077172,False
140,0.5710230883019438,0.2,2.855115441509719,0.00430211881694917,True
141,-0.016544294713611685,0.2,-0.08272147356805842,0.934073009950965,False
142,-0.05032726438102009,0.2,-0.25163632190510044,0.8013221809750827,False
143,0.25121715008776585,0.2,1.2560857504388292,0.2090848818954121,False
144,0.37057031292271403,0.2,1.8528515646135701,0.06390363703229565,False
145,0.13400905840298508,0.2,0.6700452920149254,0.5028289181342369,False
146,0.08554725148572423,0.2,0.42773625742862115,0.6688431494258865,False
147,0.22469541774661778,0.2,1.1234770887330887,0.26123492582314184,False
148,-0.15929538094019097,0.2,-0.7964769047009548,0.425754894102727,False
149,0.17672721388082527,0.2,0.8836360694041263,0.37689270148544685,False
150,0.4008913776235782,0.2,2.0044568881178906,0.04502114066289583,True
151,0.12214640391183867,0.2,0.6107320195591933,0.5413770046089854,False
152,0.28851216646208655,0.2,1.4425608323104326,0.14914422357058787,False
153,0.06695969677243888,0.2,0.33479848386219435,0.7377771042823891,False
154,0.34817694256953297,0.2,1.7408847128476648,0.08170378886509932,False
155,0.2898527381774084,0.2,1.449263690887042,0.14726395684217708,False
156,-0.026350209014440212,0.2,-0.13175104507220106,0.8951812092637773,False
157,0.14883606758974247,0.2,0.7441803379487123,0.4567673815146762,False
158,0.3235817621902763,0.2,1.6179088109513813,0.10568225116133019,False
159,0.1679353723246987,0.2,0.8396768616234935,0.4010895907971336,False
160,0.26090565567966073,0.2,1.3045282783983037,0.19205352426905142,False
161,0.2620680921218339,0.2,1.3103404606091695,0.19008068565473174,False
162,0.38119686816799486,0.2,1.9059843408399741,0.056652237331299246,False
163,0.6137996466240759,0.2,3.0689982331203796,0.0021477786154555844,True
164,0.14875568724463284,0.2,0.7437784362231642,0.457010527876746,False
165,0.08961797943724721,0.2,0.44808989718623604,0.6540883189593047,False
166,0.2046612998768891,0.2,1.0233064993844454,0.30616295171849445,False
167,0.27572553970407376,0.2,1.3786276985203687,0.1680095719590038,False
168,0.2979670718098206,0.2,1.4898353590491031,0.13626753141816866,False
169,-0.05140249573495825,0.2,-0.25701247867479127,0.7971691399854315,False
170,0.24170572804245233,0.2,1.2085286402122615,0.22684398619854074,False
171,0.43356532831302874,0.2,2.1678266415651435,0.030171879003891202,True
172,0.3606868342450872,0.2,1.8034341712254358,0.07132005509717115,False
173,0.4266267883826978,0.2,2.133133941913489,0.03291374013655805,True
174,0.0072215506557145315,0.2,0.03610775327857266,0.9711964401385083,False
175,0.5526010917602653,0.2,2.7630054588013264,0.005727180861347239,True
176,0.00828795077066341,0.2,0.04143975385331705,0.9669453210098232,False
177,0.3854597036823594,0.2,1.9272985184117968,0.053942438141768224,False
178,0.16016148134476724,0.2,0.8008074067238361,0.42324315045123584,False
179,0.24427346603884637,0.2,1.2213673301942318,0.22194697097972854,False
180,0.027064377622924796,0.2,0.13532188811462398,0.8923573800366101,False
181,0.19039283220012143,0.2,0.9519641610006071,0.34111515803234344,False
182,0.16223588047182297,0.2,0.8111794023591148,0.41726265246612065,False
183,0.3811254119024434,0.2,1.9056270595122171,0.05669860880514288,False
184,0.19409304780247819,0.2,0.9704652390123909,0.33181464360007057,False
185,0.3277946692649125,0.2,1.6389733463245626,0.10121881079882519,False
186,0.3772460105242394,0.2,1.8862300526211968,0.05926396040627418,False
187,0.26060288694600187,0.2,1.3030144347300092,0.19256983357206633,False
188,0.5048888969759988,0.2,2.524444484879994,0.011588130618511522,True
189,0.5831174935451184,0.2,2.915587467725592,0.0035501957778118066,True
190,0.2872063522339423,0.2,1.4360317611697115,0.15099330376646133,False
191,0.21964665891096358,0.2,1.0982332945548179,0.2721026311990951,False
192,0.3753272488562802,0.2,1.876636244281401,0.06056796627916752,False
193,0.3229018620354384,0.2,1.614509310177192,0.10641699904768917,False
194,0.10660570728653104,0.2,0.5330285364326551,0.5940138266596101,False
195,-0.07383401248536525,0.2,-0.36917006242682626,0.7120009689793934,False
196,0.614403552926047,0.2,3.072017764630235,0.002126170712340776,True
197,0.2928120478215409,0.2,1.4640602391077044,0.14317748990835902,False
198,0.2698891212896239,0.2,1.3494456064481193,0.17719388039443948,False
199,0.09449622652052446,0.2,0.47248113260262226,0.6365834057491848,False
200,0.2979526005769852,0.2,1.4897630028849258,0.13628656221393173,False
201,0.19144156410046312,0.2,0.9572078205023156,0.33846237053867506,False
202,-0.12393607446115351,0.2,-0.6196803723057676,0.5354682404071078,False
203,-0.007782464304250641,0.2,-0.03891232152125321,0.9689602928566416,False
204,0.2563968977066853,0.2,1.2819844885334264,0.19984808762534473,False
205,0.23756873717681617,0.2,1.1878436858840808,0.23489499954418175,False
206,0.5166813803000081,0.2,2.5834069015000405,0.009782986636740222,True
207,0.29251713696753356,0.2,1.4625856848376677,0.14358078266380753,False
208,0.06761030782305974,0.2,0.33805153911529867,0.7353243490072214,False
209,0.4733951376597333,0.2,2.366975688298666,0.017934110850337266,True
210,-0.2459520646323185,0.2,-1.2297603231615923,0.2187868700675102,False
211,0.5202967669405996,0.2,2.601483834702998,0.00928214395698251,True
212,0.2534515173696125,0.2,1.2672575868480624,0.20506320067062705,False
213,-0.19490924586749964,0.2,-0.9745462293374981,0.3297853969944652,False
214,0.2638794926503661,0.2,1.3193974632518304,0.18703626940122597,False
215,0.244777637259545,0.2,1.223888186297725,0.22099441077965837,False
216,0.3346791621823566,0.2,1.673395810911783,0.09424940198248367,False
217,0.015261272142700955,0.2,0.07630636071350477,0.9391753654831465,False
218,0.17284600680177098,0.2,0.8642300340088549,0.38746153643480985,False
219,0.35828163714100647,0.2,1.7914081857050324,0.07322781630442225,False
220,0.1329743943832619,0.2,0.6648719719163094,0.5061323840147419,False
221,0.05391883158198829,0.2,0.26959415790994146,0.7874724952992063,False
222,0.199662127052038,0.2,0.99831063526019,0.3181287520558527,False
223,0.1879486239466479,0.2,0.9397431197332395,0.3473493414145959,False
224,0.4307962502683337,0.2,2.1539812513416683,0.031241642256484792,True
225,0.271259755134047,0.2,1.356298775670235,0.17500412489200012,False
226,0.43098164676650064,0.2,2.154908233832503,0.031169015937200718,True
227,0.3798485547427411,0.2,1.8992427737137054,0.05753256318104406,False
228,0.27691389945007017,0.2,1.3845694972503508,0.16618414383969654,False
229,0.08689367798542831,0.2,0.43446838992714154,0.6639483443153491,False
230,0.3791193775368635,0.2,1.8955968876843172,0.058013369139619624,False
231,0.2696418909395867,0.2,1.3482094546979333,0.17759102452005446,False
232,0.19353841714562073,0.2,0.9676920857281036,0.33319817185585093,False
233,0.3746302172737011,0.2,1.8731510863685055,0.061047524557386317,False
234,-0.013762877191150824,0.2,-0.06881438595575412,0.9451373668969633,False
235,0.1808697626477807,0.2,0.9043488132389035,0.3658104709751392,False
236,0.16466871793429966,0.2,0.8233435896714982,0.41031263208489127,False
237,0.3959327155383743,0.2,1.9796635776918714,0.04774134380009051,True
238,0.09312650343531854,0.2,0.4656325171765927,0.6414785633648762,False
239,0.40968388131319144,0.2,2.048419406565957,0.040518921592159036,True
240,0.6434338792564209,0.2,3.2171693962821046,0.0012946213607188172,True
241,0.017568821490616504,0.2,0.08784410745308252,0.9300005805646895,False
242,0.1205069687309497,0.2,0.6025348436547484,0.5468181767829667,False
243,0.12991803514445788,0.2,0.6495901757222894,0.5159569806948234,False
244,0.5503959611979705,0.2,2.7519798059898526,0.005923617356265225,True
245,0.417010918201362,0.2,2.0850545910068097,0.03706434547775468,True
246,0.1655458073522177,0.2,0.8277290367610884,0.4078239709490879,False
247,0.05201026934175296,0.2,0.2600513467087648,0.7948241667176092,False
248,0.3084386648583899,0.2,1.5421933242919494,0.1230266218319104,False
249,0.20255379786470884,0.2,1.012768989323544,0.31117051621967073,False
250,0.16342047040734803,0.2,0.8171023520367401,0.41386993893893526,False
251,0.1170199317032129,0.2,0.5850996585160645,0.5584807084635526,False
252,0.17923163754019866,0.2,0.8961581877009933,0.37016828346164427,False
253,0.12252736379754484,0.2,0.6126368189877242,0.5401165072725699,False
254,0.5282325821769439,0.2,2.641162910884719,0.008262198002975767,True
255,0.26438242652922656,0.2,1.3219121326461327,0.186197411843266,False
256,-0.17590627576397533,0.2,-0.8795313788198766,0.37911322708486583,False
257,0.1770330575174752,0.2,0.8851652875873759,0.3760674912056052,False
258,0.39352936417263196,0.2,1.9676468208631597,0.0491086885533085,True
259,0.07423375624455053,0.2,0.37116878122275265,0.710511823909731,False
260,0.057846081722910864,0.2,0.2892304086145543,0.7724050630859377,False
261,-0.2331364085688331,0.2,-1.1656820428441654,0.24374302308135626,False
262,-0.15332520840442582,0.2,-0.766626042022129,0.44330388737477583,False
263,0.0026916480322232428,0.2,0.013458240161116214,0.9892622021067395,False
264,0.2900186004534519,0.2,1.4500930022672593,0.14703258625033716,False
265,0.07307064843664876,0.2,0.3653532421832438,0.71484773961244,False
266,0.3937825828507429,0.2,1.9689129142537145,0.04896309230198914,True
267,-0.0024161791144109712,0.2,-0.012080895572054856,0.9903610744066689,False
268,0.007848763711082618,0.2,0.03924381855541309,0.9686959983708725,False
269,0.146720316553885,0.2,0.733601582769425,0.4631915960124152,False
270,0.24254802551562904,0.2,1.212740127578145,0.2252291927310393,False
271,0.26461346613826675,0.2,1.3230673306913336,0.1858129878011066,False
272,0.1253597121255239,0.2,0.6267985606276195,0.530791287153246,False
273,-0.14616824282668323,0.2,-0.7308412141334161,0.4648761463167688,False
274,-0.19629529419594055,0.2,-0.9814764709797027,0.3263578318407064,False
275,0.5005943186155468,0.2,2.502971593077734,0.012315542847994172,True
276,0.14758047833982915,0.2,0.7379023916991457,0.46057376549309154,False
277,0.04180900244114813,0.2,0.20904501220574065,0.8344131001258404,False
278,0.18047408809071133,0.2,0.9023704404535566,0.36686011805252083,False
279,0.4187653986202294,0.2,2.0938269931011466,0.03627539466741455,True
280,-0.16952930037014163,0.2,-0.8476465018507081,0.39663486852245255,False
281,0.49847154747265393,0.2,2.4923577373632697,0.012689815450198602,True
282,0.07550896393611839,0.2,0.37754481968059195,0.705768763151308,False
283,0.5126294663715225,0.2,2.5631473318576123,0.010372802129202056,True
284,0.31605499206637216,0.2,1.5802749603318607,0.11404391159650867,False
285,0.14263447036464355,0.2,0.7131723518232177,0.475739112668514,False
286,0.3131463024413029,0.2,1.5657315122065145,0.11741148572293898,False
287,0.31265124344424755,0.2,1.5632562172212376,0.11799234199410755,False
288,0.5715084115234899,0.2,2.857542057617449,0.0042693605138882235,True
289,0.14727028855269755,0.2,0.7363514427634877,0.46151684707747337,False
290,0.23390341783070737,0.2,1.1695170891535367,0.24219536014989257,False
291,0.1958998488091955,0.2,0.9794992440459774,0.327333361950103,False
292,-0.06231474298557116,0.2,-0.3115737149278558,0.755364512936161,False
293,0.2463390437441262,0.2,1.231695218720631,0.21806295655028066,False
294,0.4489460410899162,0.2,2.244730205449581,0.02478545772342814,True
295,0.23260097064706856,0.2,1.1630048532353428,0.2448275333415071,False
296,0.08509000714441012,0.2,0.4254500357220506,0.6705086373999734,False
297,0.5874030567578863,0.2,2.937015283789431,0.0033138777114564083,True
298,0.3785477930814148,0.2,1.8927389654070739,0.05839259183694293,False
299,0.04677625144489772,0.2,0.2338812572244886,0.815077164282065,False
300,0.35253325783021894,0.2,1.7626662891510947,0.0779567895894802,False
301,-0.10690195773664779,0.2,-0.534509788683239,0.5929888788766762,False
302,0.2176283409775293,0.2,1.0881417048876465,0.2765325550345175,False
303,-0.15386182993652436,0.2,-0.7693091496826218,0.44170980683215844,False
304,0.24283607312870176,0.2,1.2141803656435086,0.22467885645343572,False
305,0.2712868067916215,0.2,1.3564340339581074,0.17496111070764767,False
306,0.1557191234652106,0.2,0.778595617326053,0.4362179615892164,False
307,0.2991863482126826,0.2,1.4959317410634128,0.1346714438163395,False
308,0.07062885039564834,0.2,0.3531442519782417,0.7239802990625078,False
309,0.2854569349986477,0.2,1.4272846749932384,0.15349785608494404,False
310,0.516321908910186,0.2,2.58160954455093,0.009834077595673313,True
311,0.1638626539756109,0.2,0.8193132698780544,0.4126077034945574,False
312,0.23677021510744,0.2,1.1838510755372,0.2364720197981885,False
313,0.27285173570443033,0.2,1.3642586785221515,0.17248616607551254,False
314,0.19953358316678418,0.2,0.9976679158339209,0.3184404160383211,False
315,-0.06519329018574033,0.2,-0.32596645092870163,0.744449738271931,False
316,0.15027493270765938,0.2,0.7513746635382968,0.4524272063661726,False
317,0.2416660797696318,0.2,1.208330398848159,0.226920200032573,False
318,0.4514276327457054,0.2,2.257138163728527,0.023999442842120192,True
319,0.409713209992551,0.2,2.048566049962755,0.040504567268619174,True
320,-0.05116255860053315,0.2,-0.25581279300266574,0.7980953951320416,False
321,0.32530665214015314,0.2,1.6265332607007656,0.10383626373790648,False
322,0.15924087233739975,0.2,0.7962043616869987,0.42591326280848624,False
323,-0.18080355426389044,0.2,-0.9040177713194522,0.3659859781537316,False
324,0.056565869613212416,0.2,0.2828293480660621,0.7773076559519176,False
325,0.1923339272693131,0.2,0.9616696363465654,0.33621557933242646,False
326,0.3974025991453093,0.2,1.9870129957265463,0.0469209567181268,True
327,0.12577922572984973,0.2,0.6288961286492486,0.5294170607171098,False
328,0.2918738084771773,0.2,1.4593690423858865,0.14446356183990824,False
329,-0.22074574510266548,0.2,-1.1037287255133272,0.26971083092712606,False
330,0.1767741122975297,0.2,0.8838705614876485,0.37676609034362357,False
331,-0.2292619944059709,0.2,-1.1463099720298544,0.2516669182688034,False
332,0.29415491680514894,0.2,1.4707745840257447,0.14135208805925895,False
333,0.39403922048565637,0.2,1.9701961024282817,0.04881590007697369,True
334,0.15765293032852878,0.2,0.7882646516426439,0.43054191938051883,False
335,-0.13784105295493537,0.2,-0.6892052647746768,0.49069410418008996,False
336,0.2067178332452356,0.2,1.033589166226178,0.30132826623930875,False
337,0.23673824837139262,0.2,1.183691241856963,0.23653530714050583,False
338,0.29214477702527863,0.2,1.460723885126393,0.1440912314653988,False
339,-0.15657816730418594,0.2,-0.7828908365209297,0.4336912190403745,False
340,-0.054044778430642704,0.2,-0.2702238921532135,0.7869880129084654,False
341,-0.012200917402372058,0.2,-0.06100458701186029,0.9513555559546348,False
342,0.3385593398291319,0.2,1.6927966991456593,0.09049417121597364,False
343,0.3629994015828871,0.2,1.8149970079144355,0.06952436930159057,False
344,-0.0310638954154438,0.2,-0.155319477077219,0.8765694614564156,False
345,0.43147077382257776,0.2,2.157353869112889,0.030978102675498304,True
346,-0.01701008303510959,0.2,-0.08505041517554796,0.9322213103588615,False
347,0.036225601672129265,0.2,0.18112800836064633,0.8562671006928027,False
348,0.13608107293407556,0.2,0.6804053646703778,0.49624782512700516,False
349,0.16927609167562874,0.2,0.8463804583781437,0.3973405363668088,False
350,0.4308135198568733,0.2,2.154067599284366,0.031234871024718225,True
351,0.11202266006890928,0.2,0.5601133003445463,0.5754021589391284,False
352,-0.055792011462608204,0.2,-0.278960057313041,0.7802754780338258,False
353,0.43564895157827566,0.2,2.178244757891378,0.029387819490142155,True
354,0.06112967872450675,0.2,0.30564839362253376,0.7598723698116837,False
355,0.5048946706620951,0.2,2.5244733533104755,0.011587178903020088,True
356,0.019833351440430635,0.2,0.09916675720215318,0.9210058686328592,False
357,0.17559826468023965,0.2,0.8779913234011982,0.37994842736259415,False
358,0.23766657178522071,0.2,1.1883328589261035,0.2347022969426044,False
359,-0.040742657391441645,0.2,-0.20371328695720822,0.8385775584329773,False
360,-0.21982654924574563,0.2,-1.0991327462287281,0.2717101683851737,False
361,0.06961762730271878,0.2,0.3480881365135939,0.7277739935724851,False
362,0.21069138157990785,0.2,1.0534569078995393,0.29213163414307614,False
363,0.19563454177010436,0.2,0.9781727088505218,0.32798891184373435,False
364,0.2575392028255788,0.2,1.287696014127894,0.19785180160650007,False
365,0.0605271536695175,0.2,0.3026357683475875,0.76216745275665,False
366,0.16864530975511174,0.2,0.8432265487755587,0.3991017530646439,False
367,0.3774077463447435,0.2,1.8870387317237174,0.05915511634458853,False
368,0.5413180749362565,0.2,2.7065903746812823,0.006797807695723056,True
369,0.16215064769759235,0.2,0.8107532384879618,0.41750739319597224,False
370,0.25200145563901244,0.2,1.2600072781950622,0.20766673670162056,False
371,0.23058652920574318,0.2,1.152932646028716,0.2489380311596692,False
372,0.10919721467917903,0.2,0.5459860733958951,0.5850755102930538,False
373,0.14225874410513992,0.2,0.7112937205256995,0.4769022420372633,False
374,0.09404813172196257,0.2,0.4702406586098128,0.6381830885900412,False
375,0.29982937825584804,0.2,1.49914689127924,0.13383552914521382,False
376,0.07048677886614793,0.2,0.3524338943307396,0.7245128865266259,False
377,0.2830889921233346,0.2,1.415444960616673,0.15693807510997998,False
378,0.13595897747489488,0.2,0.6797948873744744,0.4966343443689174,False
379,0.060505242330415626,0.2,0.3025262116520781,0.7622509549752545,False
380,0.3839057530134066,0.2,1.919528765067033,0.05491744949699556,False
381,0.1346929931206573,0.2,0.6734649656032865,0.5006515301023052,False
382,0.31091248098686797,0.2,1.5545624049343398,0.1200503233386944,False
383,0.22946695925756322,0.2,1.147334796287816,0.2512432781612011,False
384,-0.14071007521533668,0.2,-0.7035503760766834,0.48171282423456757,False
385,-0.20755248562550727,0.2,-1.0377624281275362,0.2993806727893289,False
386,0.3884886364018402,0.2,1.942443182009201,0.05208347199812834,False
387,0.18251981457944216,0.2,0.9125990728972108,0.36145344210649116,False
388,0.0958854422166168,0.2,0.47942721108308395,0.6316347391890766,False
389,0.4028182877050328,0.2,2.014091438525164,0.04399993423504465,True
390,0.1168021919764488,0.2,0.5840109598822439,0.5592129383433524,False
391,-0.02829802085031452,0.2,-0.1414901042515726,0.8874827770628518,False
392,0.14819093600161976,0.2,0.7409546800080987,0.4587209196213842,False
393,-0.03756608956073365,0.2,-0.18783044780366825,0.8510095666556847,False
394,0.28248816137186494,0.2,1.4124408068593246,0.15782020823467677,False
395,-0.015926214674017503,0.2,-0.07963107337008751,0.9365306807082746,False
396,0.190167462008388,0.2,0.9508373100419399,0.3416869694352287,False
397,0.06684229333209801,0.2,0.33421146666049006,0.7382199918628822,False
