series,time_et,value,unit,field
kalshi,2024-11-05T19:44:00-05:00,66.0,cents,close
kalshi,2024-11-05T19:45:00-05:00,68.0,cents,close
kalshi,2024-11-05T19:46:00-05:00,67.0,cents,close
kalshi,2024-11-05T19:47:00-05:00,67.0,cents,close
kalshi,2024-11-05T19:48:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:49:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:50:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:51:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:52:00-05:00,66.0,cents,close
kalshi,2024-11-05T19:53:00-05:00,66.0,cents,close
kalshi,2024-11-05T19:54:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:55:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:56:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:57:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:58:00-05:00,65.0,cents,close
kalshi,2024-11-05T19:59:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:00:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:01:00-05:00,69.0,cents,close
kalshi,2024-11-05T20:02:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:03:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:04:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:05:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:06:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:07:00-05:00,69.0,cents,close
kalshi,2024-11-05T20:08:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:09:00-05:00,69.0,cents,close
kalshi,2024-11-05T20:10:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:11:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:12:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:13:00-05:00,65.0,cents,close
kalshi,2024-11-05T20:14:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:15:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:16:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:17:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:18:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:19:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:20:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:21:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:22:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:23:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:24:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:25:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:26:00-05:00,65.0,cents,close
kalshi,2024-11-05T20:27:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:28:00-05:00,65.0,cents,close
kalshi,2024-11-05T20:29:00-05:00,66.0,cents,close
kalshi,2024-11-05T20:30:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:31:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:32:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:33:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:34:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:35:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:36:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:37:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:38:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:39:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:40:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:41:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:42:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:43:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:44:00-05:00,69.0,cents,close
kalshi,2024-11-05T20:45:00-05:00,67.0,cents,close
kalshi,2024-11-05T20:46:00-05:00,68.0,cents,close
kalshi,2024-11-05T20:47:00-05:00,71.0,cents,close
kalshi,2024-11-05T20:48:00-05:00,71.0,cents,close
kalshi,2024-11-05T20:49:00-05:00,72.0,cents,close
kalshi,2024-11-05T20:50:00-05:00,72.0,cents,close
kalshi,2024-11-05T20:51:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:52:00-05:00,72.0,cents,close
kalshi,2024-11-05T20:53:00-05:00,72.0,cents,close
kalshi,2024-11-05T20:54:00-05:00,72.0,cents,close
kalshi,2024-11-05T20:55:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:56:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:57:00-05:00,69.0,cents,close
kalshi,2024-11-05T20:58:00-05:00,70.0,cents,close
kalshi,2024-11-05T20:59:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:00:00-05:00,70.0,cents,close
kalshi,2024-11-05T21:01:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:02:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:03:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:04:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:05:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:06:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:07:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:08:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:09:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:10:00-05:00,68.0,cents,close
kalshi,2024-11-05T21:11:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:12:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:13:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:14:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:15:00-05:00,69.0,cents,close
kalshi,2024-11-05T21:16:00-05:00,67.0,cents,close
kalshi,2024-11-05T21:17:00-05:00,70.0,cents,close
kalshi,2024-11-05T21:18:00-05:00,71.0,cents,close
kalshi,2024-11-05T21:19:00-05:00,70.0,cents,close
kalshi,2024-11-05T21:20:00-05:00,71.0,cents,close
kalshi,2024-11-05T21:21:00-05:00,71.0,cents,close
kalshi,2024-11-05T21:22:00-05:00,73.0,cents,close
kalshi,2024-11-05T21:23:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:24:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:25:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:26:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:27:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:28:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:29:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:30:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:31:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:32:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:33:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:34:00-05:00,73.0,cents,close
kalshi,2024-11-05T21:35:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:36:00-05:00,76.0,cents,close
kalshi,2024-11-05T21:37:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:38:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:39:00-05:00,73.0,cents,close
kalshi,2024-11-05T21:40:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:41:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:42:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:43:00-05:00,73.0,cents,close
kalshi,2024-11-05T21:44:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:45:00-05:00,74.0,cents,close
kalshi,2024-11-05T21:46:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:47:00-05:00,75.0,cents,close
kalshi,2024-11-05T21:48:00-05:00,76.0,cents,close
kalshi,2024-11-05T21:49:00-05:00,76.0,cents,close
kalshi,2024-11-05T21:50:00-05:00,76.0,cents,close
kalshi,2024-11-05T21:51:00-05:00,76.0,cents,close
kalshi,2024-11-05T21:52:00-05:00,78.0,cents,close
kalshi,2024-11-05T21:53:00-05:00,79.0,cents,close
kalshi,2024-11-05T21:54:00-05:00,79.0,cents,close
kalshi,2024-11-05T21:55:00-05:00,78.0,cents,close
kalshi,2024-11-05T21:56:00-05:00,81.0,cents,close
kalshi,2024-11-05T21:57:00-05:00,79.0,cents,close
kalshi,2024-11-05T21:58:00-05:00,82.0,cents,close
kalshi,2024-11-05T21:59:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:00:00-05:00,81.0,cents,close
kalshi,2024-11-05T22:01:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:02:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:03:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:04:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:05:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:06:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:07:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:08:00-05:00,85.0,cents,close
kalshi,2024-11-05T22:09:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:10:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:11:00-05:00,85.0,cents,close
kalshi,2024-11-05T22:12:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:13:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:14:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:15:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:16:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:17:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:18:00-05:00,86.0,cents,close
kalshi,2024-11-05T22:19:00-05:00,85.0,cents,close
kalshi,2024-11-05T22:20:00-05:00,85.0,cents,close
kalshi,2024-11-05T22:21:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:22:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:23:00-05:00,83.0,cents,close
kalshi,2024-11-05T22:24:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:25:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:26:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:27:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:28:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:29:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:30:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:31:00-05:00,85.0,cents,close
kalshi,2024-11-05T22:32:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:33:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:34:00-05:00,84.0,cents,close
kalshi,2024-11-05T22:35:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:36:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:37:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:38:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:39:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:40:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:41:00-05:00,87.0,cents,close
kalshi,2024-11-05T22:42:00-05:00,91.0,cents,close
kalshi,2024-11-05T22:43:00-05:00,88.0,cents,close
kalshi,2024-11-05T22:44:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:45:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:46:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:47:00-05:00,90.0,cents,close
kalshi,2024-11-05T22:48:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:49:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:50:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:51:00-05:00,89.0,cents,close
kalshi,2024-11-05T22:52:00-05:00,90.0,cents,close
kalshi,2024-11-05T22:53:00-05:00,90.0,cents,close
kalshi,2024-11-05T22:54:00-05:00,91.0,cents,close
kalshi,2024-11-05T22:55:00-05:00,91.0,cents,close
kalshi,2024-11-05T22:56:00-05:00,91.0,cents,close
kalshi,2024-11-05T22:57:00-05:00,91.0,cents,close
kalshi,2024-11-05T22:58:00-05:00,90.0,cents,close
kalshi,2024-11-05T22:59:00-05:00,89.0,cents,close
kalshi,2024-11-05T23:00:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:01:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:02:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:03:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:04:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:05:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:06:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:07:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:08:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:09:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:10:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:11:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:12:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:13:00-05:00,90.0,cents,close
kalshi,2024-11-05T23:14:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:15:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:16:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:17:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:18:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:19:00-05:00,91.0,cents,close
kalshi,2024-11-05T23:20:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:21:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:22:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:23:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:24:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:25:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:26:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:27:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:28:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:29:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:30:00-05:00,95.0,cents,close
kalshi,2024-11-05T23:31:00-05:00,95.0,cents,close
kalshi,2024-11-05T23:32:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:33:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:34:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:35:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:36:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:37:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:38:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:39:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:40:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:41:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:42:00-05:00,92.0,cents,close
kalshi,2024-11-05T23:43:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:44:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:45:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:46:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:47:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:48:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:49:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:50:00-05:00,95.0,cents,close
kalshi,2024-11-05T23:51:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:52:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:53:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:54:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:55:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:56:00-05:00,94.0,cents,close
kalshi,2024-11-05T23:57:00-05:00,95.0,cents,close
kalshi,2024-11-05T23:58:00-05:00,93.0,cents,close
kalshi,2024-11-05T23:59:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:00:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:01:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:02:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:03:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:04:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:05:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:06:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:07:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:08:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:09:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:10:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:11:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:12:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:13:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:14:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:15:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:16:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:17:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:18:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:19:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:20:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:21:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:22:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:23:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:24:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:25:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:26:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:27:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:28:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:29:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:30:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:31:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:32:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:33:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:34:00-05:00,93.0,cents,close
kalshi,2024-11-06T00:35:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:36:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:37:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:38:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:39:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:40:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:41:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:42:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:43:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:44:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:45:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:46:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:47:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:48:00-05:00,96.0,cents,close
kalshi,2024-11-06T00:49:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:50:00-05:00,94.0,cents,close
kalshi,2024-11-06T00:51:00-05:00,96.0,cents,close
kalshi,2024-11-06T00:52:00-05:00,96.0,cents,close
kalshi,2024-11-06T00:53:00-05:00,96.0,cents,close
kalshi,2024-11-06T00:54:00-05:00,95.0,cents,close
kalshi,2024-11-06T00:55:00-05:00,97.0,cents,close
kalshi,2024-11-06T00:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T00:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T00:58:00-05:00,96.0,cents,close
kalshi,2024-11-06T00:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:00:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:01:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:02:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:03:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:04:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:05:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:06:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:07:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:08:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:09:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:10:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:11:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:12:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:13:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:14:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:15:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:16:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:17:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:18:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:19:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:20:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:21:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:22:00-05:00,97.0,cents,close
